"Date and Time Run 4","Time (s) Run 4","Voltage (V) Run 4","Date and Time Run 5","Time (s) Run 5","Voltage (V) Run 5","Date and Time Run 6","Time (s) Run 6","Voltage (V) Run 6","Date and Time Run 7","Time (s) Run 7","Voltage (V) Run 7","Date and Time Run 12","Time (s) Run 12","Voltage (V) Run 12","Date and Time Run 13","Time (s) Run 13","Voltage (V) Run 13","Date and Time Run 14","Time (s) Run 14","Voltage (V) Run 14","Date and Time Run 15","Time (s) Run 15","Voltage (V) Run 15","Date and Time Run 16","Time (s) Run 16","Voltage (V) Run 16","Date and Time Run 17","Time (s) Run 17","Voltage (V) Run 17","Date and Time Run 18","Time (s) Run 18","Voltage (V) Run 18","Date and Time Run 19","Time (s) Run 19","Voltage (V) Run 19","Date and Time Run 20","Time (s) Run 20","Voltage (V) Run 20","Date and Time Run 21","Time (s) Run 21","Voltage (V) Run 21","Date and Time Run 22","Time (s) Run 22","Voltage (V) Run 22"
05/14/2024 10:01:26 am,-0.043,-0.002,05/14/2024 10:01:53 am,-0.043,-0.001,05/14/2024 10:02:18 am,-0.043,-3.106E-4,05/14/2024 10:02:37 am,-0.043,-4.659E-4,05/14/2024 10:07:11 am,-0.043,-0.001,05/14/2024 10:08:49 am,-0.043,0.000,05/14/2024 10:10:51 am,-0.043,-6.213E-4,05/14/2024 10:11:45 am,-0.043,-0.001,05/14/2024 10:12:15 am,-0.043,-0.001,05/14/2024 10:12:33 am,-0.043,-0.002,05/14/2024 10:12:45 am,-0.043,-7.766E-4,05/14/2024 10:13:04 am,-0.043,-1.553E-4,05/14/2024 10:14:08 am,-0.043,-9.319E-4,05/14/2024 10:14:23 am,-0.043,-3.106E-4,05/14/2024 10:14:36 am,-0.043,6.213E-4
05/14/2024 10:01:26 am,-0.042,-0.002,05/14/2024 10:01:53 am,-0.043,-9.319E-4,05/14/2024 10:02:18 am,-0.042,-0.001,05/14/2024 10:02:37 am,-0.042,0.000,05/14/2024 10:07:11 am,-0.042,-3.106E-4,05/14/2024 10:08:49 am,-0.042,-4.659E-4,05/14/2024 10:10:51 am,-0.043,0.000,05/14/2024 10:11:45 am,-0.042,-6.213E-4,05/14/2024 10:12:15 am,-0.043,-6.213E-4,05/14/2024 10:12:33 am,-0.042,-0.002,05/14/2024 10:12:45 am,-0.042,3.106E-4,05/14/2024 10:13:04 am,-0.043,-0.001,05/14/2024 10:14:08 am,-0.042,-4.659E-4,05/14/2024 10:14:23 am,-0.042,-4.659E-4,05/14/2024 10:14:36 am,-0.042,-3.106E-4
05/14/2024 10:01:26 am,-0.042,-0.002,05/14/2024 10:01:53 am,-0.042,-9.319E-4,05/14/2024 10:02:18 am,-0.042,0.000,05/14/2024 10:02:37 am,-0.042,-0.001,05/14/2024 10:07:11 am,-0.042,-0.002,05/14/2024 10:08:49 am,-0.042,0.000,05/14/2024 10:10:51 am,-0.042,-3.106E-4,05/14/2024 10:11:45 am,-0.042,-4.659E-4,05/14/2024 10:12:15 am,-0.042,-0.002,05/14/2024 10:12:33 am,-0.042,-0.001,05/14/2024 10:12:45 am,-0.042,1.553E-4,05/14/2024 10:13:04 am,-0.042,-3.106E-4,05/14/2024 10:14:08 am,-0.042,-7.766E-4,05/14/2024 10:14:23 am,-0.042,-0.001,05/14/2024 10:14:36 am,-0.042,-3.106E-4
05/14/2024 10:01:26 am,-0.041,-7.766E-4,05/14/2024 10:01:53 am,-0.042,-0.001,05/14/2024 10:02:18 am,-0.041,-6.213E-4,05/14/2024 10:02:37 am,-0.041,-3.106E-4,05/14/2024 10:07:11 am,-0.041,-0.001,05/14/2024 10:08:49 am,-0.041,7.766E-4,05/14/2024 10:10:51 am,-0.042,0.001,05/14/2024 10:11:45 am,-0.041,-9.319E-4,05/14/2024 10:12:15 am,-0.042,-0.001,05/14/2024 10:12:33 am,-0.041,-0.001,05/14/2024 10:12:45 am,-0.041,-1.553E-4,05/14/2024 10:13:04 am,-0.042,-4.659E-4,05/14/2024 10:14:08 am,-0.041,-9.319E-4,05/14/2024 10:14:23 am,-0.041,-7.766E-4,05/14/2024 10:14:36 am,-0.041,-1.553E-4
05/14/2024 10:01:26 am,-0.041,-9.319E-4,05/14/2024 10:01:53 am,-0.041,0.000,05/14/2024 10:02:18 am,-0.041,-1.553E-4,05/14/2024 10:02:37 am,-0.041,-9.319E-4,05/14/2024 10:07:11 am,-0.041,-0.001,05/14/2024 10:08:49 am,-0.041,-7.766E-4,05/14/2024 10:10:51 am,-0.041,7.766E-4,05/14/2024 10:11:45 am,-0.041,-6.213E-4,05/14/2024 10:12:15 am,-0.041,-9.319E-4,05/14/2024 10:12:33 am,-0.041,-0.001,05/14/2024 10:12:45 am,-0.041,-0.001,05/14/2024 10:13:04 am,-0.041,-1.553E-4,05/14/2024 10:14:08 am,-0.041,-4.659E-4,05/14/2024 10:14:23 am,-0.041,-7.766E-4,05/14/2024 10:14:36 am,-0.041,-3.106E-4
05/14/2024 10:01:26 am,-0.040,-0.001,05/14/2024 10:01:53 am,-0.041,-0.002,05/14/2024 10:02:18 am,-0.040,3.106E-4,05/14/2024 10:02:37 am,-0.040,-9.319E-4,05/14/2024 10:07:11 am,-0.040,-0.001,05/14/2024 10:08:49 am,-0.040,-0.001,05/14/2024 10:10:51 am,-0.041,1.553E-4,05/14/2024 10:11:45 am,-0.040,-0.002,05/14/2024 10:12:15 am,-0.041,-6.213E-4,05/14/2024 10:12:33 am,-0.040,-0.002,05/14/2024 10:12:45 am,-0.040,-1.553E-4,05/14/2024 10:13:04 am,-0.041,-9.319E-4,05/14/2024 10:14:08 am,-0.040,9.319E-4,05/14/2024 10:14:23 am,-0.040,-0.001,05/14/2024 10:14:36 am,-0.040,7.766E-4
05/14/2024 10:01:26 am,-0.040,-0.002,05/14/2024 10:01:53 am,-0.040,-0.002,05/14/2024 10:02:18 am,-0.040,-7.766E-4,05/14/2024 10:02:37 am,-0.040,-0.001,05/14/2024 10:07:11 am,-0.040,-1.553E-4,05/14/2024 10:08:49 am,-0.040,-1.553E-4,05/14/2024 10:10:51 am,-0.040,4.659E-4,05/14/2024 10:11:45 am,-0.040,-4.659E-4,05/14/2024 10:12:15 am,-0.040,7.766E-4,05/14/2024 10:12:33 am,-0.040,-0.002,05/14/2024 10:12:45 am,-0.040,7.766E-4,05/14/2024 10:13:04 am,-0.040,9.319E-4,05/14/2024 10:14:08 am,-0.040,-4.659E-4,05/14/2024 10:14:23 am,-0.040,-0.001,05/14/2024 10:14:36 am,-0.040,0.000
05/14/2024 10:01:26 am,-0.039,-0.003,05/14/2024 10:01:53 am,-0.040,-1.553E-4,05/14/2024 10:02:18 am,-0.039,0.001,05/14/2024 10:02:37 am,-0.039,3.106E-4,05/14/2024 10:07:11 am,-0.039,-1.553E-4,05/14/2024 10:08:49 am,-0.039,-1.553E-4,05/14/2024 10:10:51 am,-0.040,1.553E-4,05/14/2024 10:11:45 am,-0.039,-4.659E-4,05/14/2024 10:12:15 am,-0.040,-1.553E-4,05/14/2024 10:12:33 am,-0.039,-0.002,05/14/2024 10:12:45 am,-0.039,-4.659E-4,05/14/2024 10:13:04 am,-0.040,-4.659E-4,05/14/2024 10:14:08 am,-0.039,-4.659E-4,05/14/2024 10:14:23 am,-0.039,-0.001,05/14/2024 10:14:36 am,-0.039,1.553E-4
05/14/2024 10:01:26 am,-0.039,-0.002,05/14/2024 10:01:53 am,-0.039,-0.001,05/14/2024 10:02:18 am,-0.039,-7.766E-4,05/14/2024 10:02:37 am,-0.039,-9.319E-4,05/14/2024 10:07:11 am,-0.039,-0.002,05/14/2024 10:08:49 am,-0.039,1.553E-4,05/14/2024 10:10:51 am,-0.039,-7.766E-4,05/14/2024 10:11:45 am,-0.039,0.001,05/14/2024 10:12:15 am,-0.039,-4.659E-4,05/14/2024 10:12:33 am,-0.039,-7.766E-4,05/14/2024 10:12:45 am,-0.039,-6.213E-4,05/14/2024 10:13:04 am,-0.039,3.106E-4,05/14/2024 10:14:08 am,-0.039,3.106E-4,05/14/2024 10:14:23 am,-0.039,1.553E-4,05/14/2024 10:14:36 am,-0.039,-6.213E-4
05/14/2024 10:01:26 am,-0.038,3.106E-4,05/14/2024 10:01:53 am,-0.039,1.553E-4,05/14/2024 10:02:18 am,-0.038,-4.659E-4,05/14/2024 10:02:37 am,-0.038,-6.213E-4,05/14/2024 10:07:11 am,-0.038,-4.659E-4,05/14/2024 10:08:49 am,-0.038,-4.659E-4,05/14/2024 10:10:51 am,-0.039,-6.213E-4,05/14/2024 10:11:45 am,-0.038,-0.001,05/14/2024 10:12:15 am,-0.039,-3.106E-4,05/14/2024 10:12:33 am,-0.038,-0.001,05/14/2024 10:12:45 am,-0.038,-0.001,05/14/2024 10:13:04 am,-0.039,-6.213E-4,05/14/2024 10:14:08 am,-0.038,-6.213E-4,05/14/2024 10:14:23 am,-0.038,-0.002,05/14/2024 10:14:36 am,-0.038,0.000
05/14/2024 10:01:26 am,-0.038,-0.002,05/14/2024 10:01:53 am,-0.038,-0.001,05/14/2024 10:02:18 am,-0.038,-0.001,05/14/2024 10:02:37 am,-0.038,-6.213E-4,05/14/2024 10:07:11 am,-0.038,-7.766E-4,05/14/2024 10:08:49 am,-0.038,-6.213E-4,05/14/2024 10:10:51 am,-0.038,3.106E-4,05/14/2024 10:11:45 am,-0.038,6.213E-4,05/14/2024 10:12:15 am,-0.038,3.106E-4,05/14/2024 10:12:33 am,-0.038,-0.001,05/14/2024 10:12:45 am,-0.038,-3.106E-4,05/14/2024 10:13:04 am,-0.038,-0.001,05/14/2024 10:14:08 am,-0.038,4.659E-4,05/14/2024 10:14:23 am,-0.038,-6.213E-4,05/14/2024 10:14:36 am,-0.038,7.766E-4
05/14/2024 10:01:26 am,-0.037,-7.766E-4,05/14/2024 10:01:53 am,-0.038,6.213E-4,05/14/2024 10:02:18 am,-0.037,-1.553E-4,05/14/2024 10:02:37 am,-0.037,-0.001,05/14/2024 10:07:11 am,-0.037,-1.553E-4,05/14/2024 10:08:49 am,-0.037,-4.659E-4,05/14/2024 10:10:51 am,-0.038,0.000,05/14/2024 10:11:45 am,-0.037,-0.001,05/14/2024 10:12:15 am,-0.038,-1.553E-4,05/14/2024 10:12:33 am,-0.037,-7.766E-4,05/14/2024 10:12:45 am,-0.037,-6.213E-4,05/14/2024 10:13:04 am,-0.038,-1.553E-4,05/14/2024 10:14:08 am,-0.037,-3.106E-4,05/14/2024 10:14:23 am,-0.037,-9.319E-4,05/14/2024 10:14:36 am,-0.037,-4.659E-4
05/14/2024 10:01:26 am,-0.037,-0.002,05/14/2024 10:01:53 am,-0.037,0.000,05/14/2024 10:02:18 am,-0.037,-3.106E-4,05/14/2024 10:02:37 am,-0.037,0.000,05/14/2024 10:07:11 am,-0.037,-6.213E-4,05/14/2024 10:08:49 am,-0.037,-0.001,05/14/2024 10:10:51 am,-0.037,-7.766E-4,05/14/2024 10:11:45 am,-0.037,-0.001,05/14/2024 10:12:15 am,-0.037,-1.553E-4,05/14/2024 10:12:33 am,-0.037,-0.002,05/14/2024 10:12:45 am,-0.037,9.319E-4,05/14/2024 10:13:04 am,-0.037,4.659E-4,05/14/2024 10:14:08 am,-0.037,-1.553E-4,05/14/2024 10:14:23 am,-0.037,-6.213E-4,05/14/2024 10:14:36 am,-0.037,4.659E-4
05/14/2024 10:01:26 am,-0.036,-0.001,05/14/2024 10:01:53 am,-0.037,-1.553E-4,05/14/2024 10:02:18 am,-0.036,-1.553E-4,05/14/2024 10:02:37 am,-0.036,-1.553E-4,05/14/2024 10:07:11 am,-0.036,-1.553E-4,05/14/2024 10:08:49 am,-0.036,6.213E-4,05/14/2024 10:10:51 am,-0.037,4.659E-4,05/14/2024 10:11:45 am,-0.036,-9.319E-4,05/14/2024 10:12:15 am,-0.037,-9.319E-4,05/14/2024 10:12:33 am,-0.036,-4.659E-4,05/14/2024 10:12:45 am,-0.036,-3.106E-4,05/14/2024 10:13:04 am,-0.037,-4.659E-4,05/14/2024 10:14:08 am,-0.036,-4.659E-4,05/14/2024 10:14:23 am,-0.036,-0.001,05/14/2024 10:14:36 am,-0.036,-3.106E-4
05/14/2024 10:01:26 am,-0.036,-0.001,05/14/2024 10:01:53 am,-0.036,-0.002,05/14/2024 10:02:18 am,-0.036,-6.213E-4,05/14/2024 10:02:37 am,-0.036,-3.106E-4,05/14/2024 10:07:11 am,-0.036,-0.001,05/14/2024 10:08:49 am,-0.036,-4.659E-4,05/14/2024 10:10:51 am,-0.036,-1.553E-4,05/14/2024 10:11:45 am,-0.036,-7.766E-4,05/14/2024 10:12:15 am,-0.036,-0.001,05/14/2024 10:12:33 am,-0.036,-0.002,05/14/2024 10:12:45 am,-0.036,-6.213E-4,05/14/2024 10:13:04 am,-0.036,-9.319E-4,05/14/2024 10:14:08 am,-0.036,-3.106E-4,05/14/2024 10:14:23 am,-0.036,-0.001,05/14/2024 10:14:36 am,-0.036,4.659E-4
05/14/2024 10:01:26 am,-0.035,-0.002,05/14/2024 10:01:53 am,-0.036,-9.319E-4,05/14/2024 10:02:18 am,-0.035,-6.213E-4,05/14/2024 10:02:37 am,-0.035,-0.002,05/14/2024 10:07:11 am,-0.035,-0.001,05/14/2024 10:08:49 am,-0.035,1.553E-4,05/14/2024 10:10:51 am,-0.036,3.106E-4,05/14/2024 10:11:45 am,-0.035,0.000,05/14/2024 10:12:15 am,-0.036,-1.553E-4,05/14/2024 10:12:33 am,-0.035,-9.319E-4,05/14/2024 10:12:45 am,-0.035,-1.553E-4,05/14/2024 10:13:04 am,-0.036,-1.553E-4,05/14/2024 10:14:08 am,-0.035,4.659E-4,05/14/2024 10:14:23 am,-0.035,-4.659E-4,05/14/2024 10:14:36 am,-0.035,-4.659E-4
05/14/2024 10:01:26 am,-0.035,-0.002,05/14/2024 10:01:53 am,-0.035,-7.766E-4,05/14/2024 10:02:18 am,-0.035,9.319E-4,05/14/2024 10:02:37 am,-0.035,-1.553E-4,05/14/2024 10:07:11 am,-0.035,-7.766E-4,05/14/2024 10:08:49 am,-0.035,-4.659E-4,05/14/2024 10:10:51 am,-0.035,-7.766E-4,05/14/2024 10:11:45 am,-0.035,-6.213E-4,05/14/2024 10:12:15 am,-0.035,7.766E-4,05/14/2024 10:12:33 am,-0.035,-0.001,05/14/2024 10:12:45 am,-0.035,-3.106E-4,05/14/2024 10:13:04 am,-0.035,-9.319E-4,05/14/2024 10:14:08 am,-0.035,-6.213E-4,05/14/2024 10:14:23 am,-0.035,-0.001,05/14/2024 10:14:36 am,-0.035,-1.553E-4
05/14/2024 10:01:26 am,-0.034,-0.002,05/14/2024 10:01:53 am,-0.035,-3.106E-4,05/14/2024 10:02:18 am,-0.034,-7.766E-4,05/14/2024 10:02:37 am,-0.034,-0.001,05/14/2024 10:07:11 am,-0.034,-0.002,05/14/2024 10:08:49 am,-0.034,-3.106E-4,05/14/2024 10:10:51 am,-0.035,1.553E-4,05/14/2024 10:11:45 am,-0.034,3.106E-4,05/14/2024 10:12:15 am,-0.035,0.000,05/14/2024 10:12:33 am,-0.034,-0.002,05/14/2024 10:12:45 am,-0.034,-3.106E-4,05/14/2024 10:13:04 am,-0.035,-3.106E-4,05/14/2024 10:14:08 am,-0.034,-6.213E-4,05/14/2024 10:14:23 am,-0.034,-7.766E-4,05/14/2024 10:14:36 am,-0.034,-3.106E-4
